fromDate,toDate,fromTime,toTime,Brand,Model,Speed,Color,Location,lat,long
4/20/2014,4/20/2014,900,1200,URBAN,CRUISER,1,WHI,1000 CAMINO PESCADERO ,34.410469,-119.858688
3/8/2011,3/8/2011,1630,1930,TREK,ALLANT,,BLK,1000 EL EMBARCADERO RD,34.410216,-119.855947
6/10/2011,6/20/2011,1500,1000,PFFRAN,JULIUS,1,WHI,1000 EL EMBARCADERO RD,34.410216,-119.855947
8/4/2012,8/5/2012,2230,100,RETROS,58,1,SIL,1000 EL EMBARCADERO RD,34.410216,-119.855947
8/4/2012,8/5/2012,2230,100,,,1,BLK,1000 EL EMBARCADERO RD,34.410216,-119.855947
10/22/2011,10/24/2011,30,1230,K2,ZED 2.0,21,GRY,6500 CERVANTES RD,34.416437,-119.853841
3/23/2012,9/23/2012,900,900,JEEP,CHEROKEE,12,RED,6500 CERVANTES RD,34.416437,-119.853841
11/15/2014,11/15/2014,400,500,MABIN,BIKES CA,24,BLU,6500 CERVANTES RD,34.416437,-119.853841
11/15/2014,11/15/2014,400,500,TOUCH,,1,BLK,6500 CERVANTES RD,34.416437,-119.853841
7/15/2011,7/18/2011,1300,915,SCHWIN,POINT BEA,7,WHI,6500 CORDOBA RD,34.413791,-119.853885
10/14/2011,10/14/2011,2300,2315,RETRO,,1,,6500 CORDOBA RD,34.413791,-119.853885
5/4/2012,5/4/2012,620,700,(UNK),XCEL 2,7,SIL,6500 CORDOBA RD,34.413791,-119.853885
5/22/2012,5/23/2012,1930,1000,URBAN,BEACH CRU,,PNK,6500 CORDOBA RD,34.413791,-119.853885
5/23/2012,5/24/2012,2400,2400,,GGG,1,BLU,6500 CORDOBA RD,34.413791,-119.853885
5/30/2012,6/1/2012,1600,800,MARIN,SAN SELMO,,WHI,6500 CORDOBA RD,34.413791,-119.853885
6/8/2012,6/10/2012,2100,1400,DIAMON,,24,BLU,6500 CORDOBA RD,34.413791,-119.853885
7/19/2012,7/24/2012,1800,1200,AMERIC,COAST,1,WHI,6500 CORDOBA RD,34.413791,-119.853885
8/4/2012,8/4/2012,230,1030,,,,,6500 CORDOBA RD,34.413791,-119.853885
8/24/2012,8/25/2012,2100,300,SCOTT,,,GRY,6500 CORDOBA RD,34.413791,-119.853885
10/9/2012,10/9/2012,1700,1900,SEA,,1,BLU,6500 CORDOBA RD,34.413791,-119.853885
12/21/2012,,2055,0,,FREE CRUS,,PLE,6500 CORDOBA RD,34.413791,-119.853885
12/21/2012,,2055,0,URBAN,,,,6500 CORDOBA RD,34.413791,-119.853885
9/26/2013,9/30/2013,1700,930,PUBLIC,,8,ONG,6500 CORDOBA RD,34.413791,-119.853885
1/19/2014,1/20/2014,2315,1215,DIAMO,WILDWOOD,,BLU,6500 CORDOBA RD,34.413791,-119.853885
7/3/2014,7/7/2014,1300,900,FIXIE,,1,MAR,6500 CORDOBA RD,34.413791,-119.853885
11/12/2014,11/13/2014,1600,1300,RETROS,ROADBIKE,1,WHI,6500 CORDOBA RD,34.413791,-119.853885
1/20/2015,1/21/2015,2030,750,MARIN,,,GRY,6500 CORDOBA RD,34.413791,-119.853885
3/14/2015,3/15/2015,2300,100,KENT,GLENDALE,7,GRN,6500 CORDOBA RD,34.413791,-119.853885
7/2/2015,7/6/2015,1200,915,FUJI,,21,GRY,6500 CORDOBA RD,34.413791,-119.853885
8/12/2015,,1720,0,MICARG,,,,6500 CORDOBA RD,34.413791,-119.853885
1/12/2016,1/13/2016,1200,1000,BEATER,3-SPEED,3,GRN,6500 CORDOBA RD,34.413791,-119.853885
6/10/2011,6/11/2011,1400,1600,RALEIG,M40,21,GRN,6500 DEL PLAYA DR,34.40927,-119.853708
6/24/2011,6/30/2011,1530,1530,ELECTR,,1,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
8/10/2011,8/11/2011,2100,830,PHAT,,1,PNK,6500 DEL PLAYA DR,34.40927,-119.853708
9/19/2011,,100,0,NISHIK,,,SIL,6500 DEL PLAYA DR,34.40927,-119.853708
9/20/2011,9/20/2011,2130,2200,TREK,1420,21,BLU,6500 DEL PLAYA DR,34.40927,-119.853708
10/9/2011,10/10/2011,2000,800,,,,,6500 DEL PLAYA DR,34.40927,-119.853708
10/14/2011,10/17/2011,1600,1654,HAWAII,,1,PNK,6500 DEL PLAYA DR,34.40927,-119.853708
10/16/2011,10/16/2011,1,730,FUJI,,1,RED,6500 DEL PLAYA DR,34.40927,-119.853708
11/18/2011,11/19/2011,100,1330,DRAFT,,1,GLD,6500 DEL PLAYA DR,34.40927,-119.853708
1/11/2012,,2000,0,RALEIG,VENTURE 3,21,BRO,6500 DEL PLAYA DR,34.40927,-119.853708
6/16/2012,6/16/2012,1000,2200,SCHWIN,SPRINT,10,BLU,6500 DEL PLAYA DR,34.40927,-119.853708
6/16/2012,6/24/2012,800,1700,MICARG,,1,RED,6500 DEL PLAYA DR,34.40927,-119.853708
6/17/2012,6/17/2012,1500,1700,KONA,DEW,24,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
6/17/2012,8/3/2012,1300,1500,TREK,CRUISER,1,TAN,6500 DEL PLAYA DR,34.40927,-119.853708
9/8/2012,9/9/2012,1930,1000,FUJI,PALISADE,,,6500 DEL PLAYA DR,34.40927,-119.853708
11/11/2012,11/12/2012,2030,1500,BIANCH,PISTA,1,COM,6500 DEL PLAYA DR,34.40927,-119.853708
12/23/2012,12/27/2012,1300,1630,UNK,,,,6500 DEL PLAYA DR,34.40927,-119.853708
1/20/2013,1/21/2013,2000,1,MARIN,,21,SIL,6500 DEL PLAYA DR,34.40927,-119.853708
4/4/2013,4/5/2013,1600,900,MIYATA,,,,6500 DEL PLAYA DR,34.40927,-119.853708
5/19/2013,5/19/2013,1400,1730,FELT,BROUGHAM,1,SIL,6500 DEL PLAYA DR,34.40927,-119.853708
7/6/2013,7/7/2013,1600,930,TREK,NAVIGATOR,21,BLU,6500 DEL PLAYA DR,34.40927,-119.853708
7/27/2013,,2358,0,MONARC,,,,6500 DEL PLAYA DR,34.40927,-119.853708
8/24/2013,8/28/2013,1100,1400,KONA,PHD,21,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
10/1/2013,10/2/2013,2200,915,,,1,LBL,6500 DEL PLAYA DR,34.40927,-119.853708
10/26/2013,10/27/2013,2000,930,,,,,6500 DEL PLAYA DR,34.40927,-119.853708
11/18/2013,11/18/2013,1,800,WELLIN,3,21,GRY,6500 DEL PLAYA DR,34.40927,-119.853708
3/19/2014,3/20/2014,1700,1800,,,1,BLK,6500 DEL PLAYA DR,34.40927,-119.853708
3/19/2014,3/20/2014,1700,1800,TREK,,,GRN,6500 DEL PLAYA DR,34.40927,-119.853708
3/19/2014,3/20/2014,1700,1800,UNK,,1,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
5/31/2014,6/1/2014,1700,600,PACIFI,OCEANSIDE,1,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
6/16/2014,6/25/2014,1400,2200,SPECIA,,21,,6500 DEL PLAYA DR,34.40927,-119.853708
6/19/2014,6/20/2014,1400,1000,MICARG,,1,YEL,6500 DEL PLAYA DR,34.40927,-119.853708
7/6/2014,7/14/2014,1200,1100,TREK,TREK,18,PLE,6500 DEL PLAYA DR,34.40927,-119.853708
10/3/2014,10/4/2014,2100,1600,MONGOO,ROAD BIKE,,,6500 DEL PLAYA DR,34.40927,-119.853708
10/11/2014,10/12/2014,1130,1200,TREX,,21,GRY,6500 DEL PLAYA DR,34.40927,-119.853708
1/5/2015,,2230,0,UNKNOW,UNKNOWN,1,LGR,6500 DEL PLAYA DR,34.40927,-119.853708
1/10/2015,,1251,0,SE,MOUNTAIN,,SIL,6500 DEL PLAYA DR,34.40927,-119.853708
1/17/2015,1/17/2015,2100,2300,GIANT,CYPRESS,21,RED,6500 DEL PLAYA DR,34.40927,-119.853708
4/4/2015,4/4/2015,1700,1800,ELECTR,,1,GRY,6500 DEL PLAYA DR,34.40927,-119.853708
5/30/2015,5/31/2015,2200,1100,FIXIE,,1,LGR,6500 DEL PLAYA DR,34.40927,-119.853708
10/21/2015,,1405,0,SPECIA,,24,RED,6500 DEL PLAYA DR,34.40927,-119.853708
3/11/2016,3/11/2016,1,900,UNK,,1,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
6/4/2016,6/5/2016,2100,800,SPECIA,HARDTAIL,21,RED,6500 DEL PLAYA DR,34.40927,-119.853708
10/2/2016,10/3/2016,2400,715,AMERIC,WAVE,1,WHI,6500 DEL PLAYA DR,34.40927,-119.853708
9/24/2011,9/24/2011,2000,2230,DENALI,UNK,16,ONG,6500 EL COLEGIO RD,34.417424,-119.854219
10/2/2011,10/2/2011,700,830,SCHWIN,JAGUAR,5,BLU,6500 EL COLEGIO RD,34.417424,-119.854219
10/11/2011,10/12/2011,2200,630,URBAN,CRUISER,1,BLU,6500 EL COLEGIO RD,34.417424,-119.854219
1/5/2012,1/5/2012,1230,1530,MICARG,TAHITI,1,GRN,6500 EL COLEGIO RD,34.417424,-119.854219
3/11/2012,3/12/2012,1000,750,K-2,2,,BLU,6500 EL COLEGIO RD,34.417424,-119.854219
3/23/2012,3/23/2012,1015,1100,FIXIE,,,GRY,6500 EL COLEGIO RD,34.417424,-119.854219
9/7/2012,9/8/2012,2000,630,SCHWIN,,,MAR,6500 EL COLEGIO RD,34.417424,-119.854219
10/6/2012,10/6/2012,1922,2130,RALEIG,C40,21,BRO,6500 EL COLEGIO RD,34.417424,-119.854219
10/25/2012,11/10/2012,1400,1400,VITESS,,,,6500 EL COLEGIO RD,34.417424,-119.854219
1/22/2013,,1200,0,SCHWIN,,,BRO,6500 EL COLEGIO RD,34.417424,-119.854219
9/12/2013,9/16/2013,1200,1100,,,1,GRN,6500 EL COLEGIO RD,34.417424,-119.854219
9/23/2013,,2100,0,GARYFI,TASS,27,BLU,6500 EL COLEGIO RD,34.417424,-119.854219
10/1/2013,10/15/2013,1,1,SPECIA,DOLCE,,,6500 EL COLEGIO RD,34.417424,-119.854219
10/4/2013,10/7/2013,900,800,CRUISE,FITO,1,BLU,6500 EL COLEGIO RD,34.417424,-119.854219
10/16/2013,10/16/2013,1,1000,CARACI,,1,BLK,6500 EL COLEGIO RD,34.417424,-119.854219
10/17/2013,10/18/2013,2100,940,GIANT,ESCAPE 3,,,6500 EL COLEGIO RD,34.417424,-119.854219
11/16/2013,11/18/2013,1400,600,ELECTR,,1,BLU,6500 EL COLEGIO RD,34.417424,-119.854219
12/17/2013,,249,0,NIRVE,,1,SIL,6500 EL COLEGIO RD,34.417424,-119.854219
12/17/2013,,249,0,,,1,BLK,6500 EL COLEGIO RD,34.417424,-119.854219
12/17/2013,,249,0,ELECTR,,1,ONG,6500 EL COLEGIO RD,34.417424,-119.854219
12/17/2013,,249,0,ELECTR,TOWNIE,3,PNK,6500 EL COLEGIO RD,34.417424,-119.854219
3/9/2014,3/10/2014,400,1230,GENESI,GX7,,SIL,6500 EL COLEGIO RD,34.417424,-119.854219
12/5/2014,,1837,0,ELECTR,TOWNIE,7,GRN,6500 EL COLEGIO RD,34.417424,-119.854219
12/23/2014,1/5/2015,1200,1300,UNKNOW,,,BLK,6500 EL COLEGIO RD,34.417424,-119.854219
5/15/2015,5/17/2015,1700,1000,CANNON,F8,,RED,6500 EL COLEGIO RD,34.417424,-119.854219
6/12/2015,,1740,0,NISHKI,ROADBIKE,,,6500 EL COLEGIO RD,34.417424,-119.854219
6/12/2015,,1740,0,,,,,6500 EL COLEGIO RD,34.417424,-119.854219
6/16/2015,6/16/2015,1000,1800,TREK,SERIES820,21,BLK,6500 EL COLEGIO RD,34.417424,-119.854219
5/3/2016,5/4/2016,1900,850,MICARG,TOURING,1,PNK,6500 EL COLEGIO RD,34.417424,-119.854219
7/10/2010,1/2/2011,1800,1000,,,1,BLU,6500 EL GRECO RD,34.415771,-119.853817
10/12/2011,10/13/2011,2300,500,GIANT,OCR71,27,BLU,6500 EL GRECO RD,34.415771,-119.853817
1/13/2012,1/18/2012,2000,1000,PANASO,CRUISER,10,BLK,6500 EL GRECO RD,34.415771,-119.853817
6/14/2012,6/15/2012,2300,1500,UNIVEG,,1,WHI,6500 EL GRECO RD,34.415771,-119.853817
6/17/2012,6/24/2012,1200,2000,3G,CRUISER,,YEL,6500 EL GRECO RD,34.415771,-119.853817
6/20/2012,6/20/2012,2030,2200,FIRMST,URBAN,1,YEL,6500 EL GRECO RD,34.415771,-119.853817
8/23/2012,8/24/2012,1730,630,CANNON,R400,21,DGR,6500 EL GRECO RD,34.415771,-119.853817
3/17/2013,3/18/2013,2100,130,,,,,6500 EL GRECO RD,34.415771,-119.853817
6/19/2013,,821,0,SPECIA,,,,6500 EL GRECO RD,34.415771,-119.853817
10/3/2013,10/4/2013,900,850,WINDSO,BEACH CRU,,,6500 EL GRECO RD,34.415771,-119.853817
11/24/2014,11/25/2014,1700,900,SCHWIN,MADISON,1,MAR,6500 EL GRECO RD,34.415771,-119.853817
12/5/2014,12/6/2014,2130,1100,RETROS,ROAD BIKE,,GRN,6500 EL GRECO RD,34.415771,-119.853817
4/25/2015,4/25/2015,100,1000,MONTGO,,18,BLU,6500 EL GRECO RD,34.415771,-119.853817
6/3/2015,6/3/2015,900,1000,GIANT,TCX,,BLU,6500 EL GRECO RD,34.415771,-119.853817
7/14/2015,,1030,0,HUFFY,PANAMAJAC,,PNK,6500 EL GRECO RD,34.415771,-119.853817
6/8/2016,6/20/2016,1430,1500,GREENL,CRUISER,1,BLK,6500 EL GRECO RD,34.415771,-119.853817
9/23/2016,9/24/2016,2200,800,BMX,,,,6500 EL GRECO RD,34.415771,-119.853817
1/16/2011,1/16/2011,30,130,MIYATA,,,BLU,6500 EL NIDO LN,34.409806,-119.853801
6/1/2011,8/10/2011,1200,1200,MICARG,TAHITI,1,PNK,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,SCHWN,,,BLU,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,URBAN,,,WHI,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,UNK,,,BLU,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,,,,WHI,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,,,,TRQ,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,FIRMST,URBAN,,PNK,6500 EL NIDO LN,34.409806,-119.853801
6/13/2011,6/13/2011,1430,1730,UNK,UNK,,RED,6500 EL NIDO LN,34.409806,-119.853801
10/14/2011,10/15/2011,1800,2323,TREK,950,,WHI,6500 EL NIDO LN,34.409806,-119.853801
6/24/2012,6/24/2012,800,1600,,,1,WHI,6500 EL NIDO LN,34.409806,-119.853801
7/18/2012,7/19/2012,1600,1100,SPECIA,P.1,,ONG,6500 EL NIDO LN,34.409806,-119.853801
3/25/2013,3/31/2013,1700,2130,GIANT,,,,6500 EL NIDO LN,34.409806,-119.853801
8/29/2013,8/29/2013,655,715,PHAT,,1,LBL,6500 EL NIDO LN,34.409806,-119.853801
9/12/2013,9/13/2013,2340,830,TREK,2009,,BLU,6500 EL NIDO LN,34.409806,-119.853801
11/20/2013,11/21/2013,2000,600,MARIN,TARAGUI,29,GRY,6500 EL NIDO LN,34.409806,-119.853801
9/14/2014,9/21/2014,1700,200,,,,,6500 EL NIDO LN,34.409806,-119.853801
2/25/2015,2/25/2015,2200,2215,HUFFY,,21,GRY,6500 EL NIDO LN,34.409806,-119.853801
6/12/2015,6/29/2015,1200,1340,FIRMST,,,,6500 EL NIDO LN,34.409806,-119.853801
10/9/2015,,649,0,SKU,,,,6500 EL NIDO LN,34.409806,-119.853801
10/16/2015,10/19/2015,1800,100,,,10,BLU,6500 EL NIDO LN,34.409806,-119.853801
5/22/2016,5/23/2016,1400,845,SCHWIN,,21,BLU,6500 EL NIDO LN,34.409806,-119.853801
10/15/2016,10/16/2016,1900,1145,GIANT,DEFY,18,BLK,6500 EL NIDO LN,34.409806,-119.853801
6/16/2011,6/17/2011,1600,1030,MICARG,,1,GRN,6500 MADRID RD,34.412462,-119.853765
8/28/2011,8/29/2011,2300,1100,ORANGE,,1,PNK,6500 MADRID RD,34.412462,-119.853765
3/23/2012,3/23/2012,1900,1910,UNK,UNK,1,BLK,6500 MADRID RD,34.412462,-119.853765
7/6/2012,7/7/2012,2215,730,PHATCY,SEA WIND,1,PLE,6500 MADRID RD,34.412462,-119.853765
10/10/2013,10/11/2013,2100,100,GIANT,,,,6500 MADRID RD,34.412462,-119.853765
3/13/2014,3/14/2014,2300,700,SPECIA,HARDROCK,,RED,6500 MADRID RD,34.412462,-119.853765
6/12/2014,6/20/2014,1700,1400,MICARG,,,BRO,6500 MADRID RD,34.412462,-119.853765
10/31/2014,11/22/2014,1000,1230,6KU,,,,6500 MADRID RD,34.412462,-119.853765
11/9/2014,,41,0,RETROS,FIXIE,1,TRQ,6500 MADRID RD,34.412462,-119.853765
4/16/2015,4/20/2015,1545,600,FIRMST,,1,GRN,6500 MADRID RD,34.412462,-119.853765
9/15/2015,,1130,0,THRUST,FIXIE,1,BLK,6500 MADRID RD,34.412462,-119.853765
5/16/2016,5/17/2016,2200,1,SPECIA,,,YEL,6500 MADRID RD,34.412462,-119.853765
3/10/2011,,20,0,MAGNA,OUTREACH,21,RED,6500 PARDALL RD,34.413095,-119.853638
1/17/2012,,2147,0,MOTO,BECANE,1,GRY,6500 PARDALL RD,34.413095,-119.853638
2/21/2012,,2120,0,UNKNOW,UNKNOWN,,,6500 PARDALL RD,34.413095,-119.853638
3/9/2012,3/11/2012,2130,1530,MAGNA,MTB,21,PNK,6500 PARDALL RD,34.413095,-119.853638
7/17/2012,7/19/2012,2100,700,UNK,SAND,1,BLK,6500 PARDALL RD,34.413095,-119.853638
10/6/2012,10/6/2012,200,1000,KHS,350,,WHI,6500 PARDALL RD,34.413095,-119.853638
10/15/2012,10/16/2012,1600,735,FUJI,,21,RED,6500 PARDALL RD,34.413095,-119.853638
10/25/2012,,1055,0,MICARG,,1,BLK,6500 PARDALL RD,34.413095,-119.853638
12/3/2012,,300,0,MIYATA,RACING,1,WHI,6500 PARDALL RD,34.413095,-119.853638
6/3/2013,6/5/2013,1500,2050,ORIGIN,,,GRY,6500 PARDALL RD,34.413095,-119.853638
6/14/2013,6/19/2013,1800,1445,SCHWIN,JET STAR,21,SIL,6500 PARDALL RD,34.413095,-119.853638
11/12/2013,11/13/2013,1800,800,GIANT,INNOVA,21,GRY,6500 PARDALL RD,34.413095,-119.853638
3/19/2014,,1136,0,3G,UNKNONW,,,6500 PARDALL RD,34.413095,-119.853638
10/18/2014,10/18/2014,205,207,PUREFI,,,BLK,6500 PARDALL RD,34.413095,-119.853638
11/20/2014,,213,0,MONTER,SE RACING,,BLK,6500 PARDALL RD,34.413095,-119.853638
3/6/2015,3/6/2015,325,345,BIANCH,PISTA,,GRN,6500 PARDALL RD,34.413095,-119.853638
8/17/2015,,1634,0,HANG T,,1,BLU,6500 PARDALL RD,34.413095,-119.853638
10/15/2015,10/15/2015,2200,2400,TREX,7FX,21,GRY,6500 PARDALL RD,34.413095,-119.853638
10/27/2016,10/28/2016,100,2000,FELT,,21,BLK,6500 PARDALL RD,34.413095,-119.853638
8/20/2011,8/22/2011,1,800,GIANT,,,BLK,6500 PASADO RD,34.411696,-119.858736
6/14/2011,6/17/2011,1700,1530,TREK,FUEL,24,BLK,6500 PICASSO RD,34.415112,-119.853842
6/22/2011,6/23/2011,1000,1000,MICARG,,1,BLU,6500 PICASSO RD,34.415112,-119.853842
6/22/2011,6/23/2011,1000,1000,MICARG,,1,BLU,6500 PICASSO RD,34.415112,-119.853842
5/16/2012,7/5/2012,1200,1300,ELEKTR,CRUISER,1,LGR,6500 PICASSO RD,34.415112,-119.853842
5/17/2012,5/17/2012,700,900,,,1,,6500 PICASSO RD,34.415112,-119.853842
6/16/2012,6/16/2012,1400,2055,TREK,NAVIGATOR,,BLK,6500 PICASSO RD,34.415112,-119.853842
6/29/2012,7/9/2012,1200,1200,TREK,,,BLU,6500 PICASSO RD,34.415112,-119.853842
8/10/2012,8/12/2012,1400,1200,AEROFI,,,WHI,6500 PICASSO RD,34.415112,-119.853842
1/10/2013,1/11/2013,1600,1800,SCHWIN,,1,WHI,6500 PICASSO RD,34.415112,-119.853842
4/11/2013,4/18/2013,1400,1100,MICARG,,1,BLK,6500 PICASSO RD,34.415112,-119.853842
5/11/2013,5/13/2013,2000,1300,,,,,6500 PICASSO RD,34.415112,-119.853842
7/21/2013,,1700,0,GIANT,RINCON,7,RED,6500 PICASSO RD,34.415112,-119.853842
2/27/2014,2/28/2014,1600,900,RALEIG,EVA3,7,GRY,6500 PICASSO RD,34.415112,-119.853842
10/2/2014,10/2/2014,200,700,RETRO,FIXXIE,,BLK,6500 PICASSO RD,34.415112,-119.853842
10/2/2014,10/2/2014,200,700,PUREFI,FIXIE,1,BLK,6500 PICASSO RD,34.415112,-119.853842
10/3/2014,10/3/2014,800,1400,FIXIE,,,,6500 PICASSO RD,34.415112,-119.853842
10/6/2014,10/6/2014,1900,2230,ELECTR,CRUISER,7,WHI,6500 PICASSO RD,34.415112,-119.853842
5/20/2015,5/20/2015,1400,1600,EUREKA,JAMS WTB,12,GRY,6500 PICASSO RD,34.415112,-119.853842
7/1/2015,,1500,0,TREK,VERVE1,,PLE,6500 PICASSO RD,34.415112,-119.853842
6/22/2016,6/23/2016,1100,900,MOTIV,6061,21,SIL,6500 PICASSO RD,34.415112,-119.853842
9/23/2016,9/24/2016,2200,1000,MONGOO,TORMENT,21,WHI,6500 PICASSO RD,34.415112,-119.853842
11/3/2016,11/4/2016,1900,900,,STEPTHROU,,WHI,6500 PICASSO RD,34.415112,-119.853842
11/4/2016,11/6/2016,1200,2330,PURFIX,FIXIE,1,GRY,6500 PICASSO RD,34.415112,-119.853842
12/11/2010,1/3/2011,1200,800,FIRMST,CRUISER,1,WHI,6500 SABADO TARDE RD,34.410551,-119.854095
1/10/2011,NULL,1558,0,TREK,4500,24,GRY,6500 SABADO TARDE RD,34.410551,-119.854095
6/6/2011,6/7/2011,1600,900,3G,,1,BLK,6500 SABADO TARDE RD,34.410551,-119.854095
6/11/2011,9/13/2011,1,1200,FIRMST,CRUISER,1,BLU,6500 SABADO TARDE RD,34.410551,-119.854095
8/4/2011,8/5/2011,1300,745,GIANT,SIMPLE,1,BLK,6500 SABADO TARDE RD,34.410551,-119.854095
10/14/2011,10/15/2011,2200,151,,,,,6500 SABADO TARDE RD,34.410551,-119.854095
10/16/2011,,230,0,DB,,26,BRO,6500 SABADO TARDE RD,34.410551,-119.854095
12/12/2011,1/4/2012,1400,1600,FUJI,CROSSTOWN,24,GRN,6500 SABADO TARDE RD,34.410551,-119.854095
4/27/2012,4/29/2012,1200,1700,NORTHR,OC,,LBL,6500 SABADO TARDE RD,34.410551,-119.854095
7/1/2012,7/2/2012,1700,845,VINTAG,SDLIST,,YEL,6500 SABADO TARDE RD,34.410551,-119.854095
7/20/2012,7/21/2012,2330,15,GIANT,TCR,,PLE,6500 SABADO TARDE RD,34.410551,-119.854095
8/3/2012,8/3/2012,300,1200,ROADMA,MOUNTAINS,,BLU,6500 SABADO TARDE RD,34.410551,-119.854095
8/30/2012,,1148,0,,CRUISER,,PLE,6500 SABADO TARDE RD,34.410551,-119.854095
9/13/2012,9/14/2012,2200,200,SPECIA,ALLEZ,,BLK,6500 SABADO TARDE RD,34.410551,-119.854095
11/16/2012,11/19/2012,1500,1245,FIRMST,URBAN,,WHI,6500 SABADO TARDE RD,34.410551,-119.854095
11/18/2012,11/19/2012,1630,915,SE BIK,DRAFT,,GRY,6500 SABADO TARDE RD,34.410551,-119.854095
11/21/2012,11/21/2012,4,24,SPECIA,SEQUOIA,21,SIL,6500 SABADO TARDE RD,34.410551,-119.854095
12/16/2012,12/23/2012,800,1700,E MOTO,,1,BLK,6500 SABADO TARDE RD,34.410551,-119.854095
12/16/2012,,900,0,,,,WHI,6500 SABADO TARDE RD,34.410551,-119.854095
2/7/2013,2/8/2013,1645,945,,,,,6500 SABADO TARDE RD,34.410551,-119.854095
5/18/2013,5/20/2013,930,1320,MOUNTA,GLOBE,,BLK,6500 SABADO TARDE RD,34.410551,-119.854095
6/15/2013,7/5/2013,1400,1200,REPUBL,PLATO,,ONG,6500 SABADO TARDE RD,34.410551,-119.854095
6/17/2013,6/18/2013,1700,930,TREK,8700,21,GRY,6500 SABADO TARDE RD,34.410551,-119.854095
6/17/2013,6/18/2013,1700,930,SANTAC,SUPERLIGH,24,BLU,6500 SABADO TARDE RD,34.410551,-119.854095
6/17/2013,6/22/2013,1400,1400,GUESS,,1,ONG,6500 SABADO TARDE RD,34.410551,-119.854095
9/6/2013,9/9/2013,1900,1830,TREK,72FX,18,GRY,6500 SABADO TARDE RD,34.410551,-119.854095
11/8/2013,11/9/2013,1700,1100,,,,WHI,6500 SABADO TARDE RD,34.410551,-119.854095
4/3/2014,4/4/2014,1700,800,UNK,,,,6500 SABADO TARDE RD,34.410551,-119.854095
4/15/2014,4/15/2014,1100,1400,FIXIE,RETROSPEC,1,GRY,6500 SABADO TARDE RD,34.410551,-119.854095
5/30/2014,,2400,0,CENTUR,LE MANS12,,BLU,6500 SABADO TARDE RD,34.410551,-119.854095
7/7/2014,7/11/2014,1000,1800,SPECIA,ALLEZ,27,RED,6500 SABADO TARDE RD,34.410551,-119.854095
7/18/2014,7/27/2014,2100,900,FREEDO,CRUISER,,GRY,6500 SABADO TARDE RD,34.410551,-119.854095
1/27/2016,1/28/2016,1800,800,D BACK,,21,GRN,6500 SABADO TARDE RD,34.410551,-119.854095
5/17/2016,5/18/2016,2200,800,FIREFO,,,RED,6500 SABADO TARDE RD,34.410551,-119.854095
7/28/2016,7/28/2016,1340,1420,MONTER,SE,7,RED,6500 SABADO TARDE RD,34.410551,-119.854095
8/20/2016,9/19/2016,1000,1700,GIANT,AVAIL,24,RED,6500 SABADO TARDE RD,34.410551,-119.854095
9/26/2016,9/27/2016,1900,1,KENT,STREET,1,,6500 SABADO TARDE RD,34.410551,-119.854095
3/8/2011,3/9/2011,600,915,MICARI,ROVER,1,TAN,6500 SEGOVIA RD,34.414445,-119.853856
8/25/2012,8/26/2012,2000,930,TREK,,18,BLU,6500 SEGOVIA RD,34.414445,-119.853856
8/26/2012,8/26/2012,100,900,SCOTT,S50,,,6500 SEGOVIA RD,34.414445,-119.853856
6/18/2013,7/19/2013,1500,1106,FELT,CLAIRE,,ONG,6500 SEGOVIA RD,34.414445,-119.853856
1/29/2014,1/30/2014,2000,1000,GT,AVALANCE,,,6500 SEGOVIA RD,34.414445,-119.853856
7/18/2014,7/21/2014,1700,1000,SPECIA,CROSSTRAI,24,RED,6500 SEGOVIA RD,34.414445,-119.853856
5/13/2015,5/14/2015,1700,930,K2,ZED3,27,GRY,6500 SEGOVIA RD,34.414445,-119.853856
1/21/2016,1/25/2016,1300,900,VILANO,,21,WHI,6500 SEGOVIA RD,34.414445,-119.853856
4/8/2016,4/11/2016,1800,2000,GIANT,IGUANA,21,BLK,6500 SEGOVIA RD,34.414445,-119.853856
9/30/2016,9/30/2016,1430,2030,SKU,,,,6500 SEGOVIA RD,34.414445,-119.853856
6/1/2011,7/5/2011,900,1000,AMERIC,,1,YEL,6500 SEVILLE RD,34.411834,-119.853852
6/16/2011,,32,0,SCHWIN,TYPHOON,,WHI,6500 SEVILLE RD,34.411834,-119.853852
8/3/2011,8/10/2011,1,1,TREK,MARLIN,21,GRN,6500 SEVILLE RD,34.411834,-119.853852
9/23/2011,9/23/2011,130,1000,MICRGI,,1,BLK,6500 SEVILLE RD,34.411834,-119.853852
