fromDate,toDate,fromTime,toTime,Brand,Model,Speed,Color,Location,lat,long
1/5/2015,1/6/2015,2230,1145,CANNON,,12,RED,6800 SABADO TARDE RD,34.41049,-119.866475
6/13/2013,,846,0,SCHWIN,UNK,1,PNK,6800 SUENO RD,34.412681,-119.866203
2/2/2013,2/3/2013,2100,1130,SCHW,CROSS OVR,,SIL,6800 TRIGO RD,34.41116,-119.866463
2/3/2013,2/3/2013,30,130,FIXY,,,,6800 TRIGO RD,34.41116,-119.866463
2/3/2013,2/3/2013,30,130,SPEC,ALLZE,21,BLK,6800 TRIGO RD,34.41116,-119.866463
4/22/2013,4/23/2013,2030,800,ORIGIN,8,1,GRY,6800 TRIGO RD,34.41116,-119.866463
3/31/2015,3/31/2015,930,1400,JAMIS,,18,RED,6800 TRIGO RD,34.41116,-119.866463
4/3/2015,,1900,0,SCHWIN,PRELUDE,14,RED,6800 TRIGO RD,34.41116,-119.866463
6/24/2015,,1505,0,SCHWIN,,,,6800 TRIGO RD,34.41116,-119.866463
9/11/2016,9/11/2016,300,700,6 BIKE,FIXIE,,BLK,6800 TRIGO RD,34.41116,-119.866463
11/4/2016,11/5/2016,1800,1100,FAIRDA,TOURING,9,BLU,6800 TRIGO RD,34.41116,-119.866463
2/21/2011,2/21/2011,1200,1300,MICARG,FIXIE,1,BLU,700 CAMINO DEL SUR ,34.4173,-119.862514
2/21/2011,2/21/2011,1200,1300,SPECIA,,12,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
11/18/2011,11/19/2011,2200,830,SCHWIN,FRONTIER,21,GRN,700 CAMINO DEL SUR ,34.4173,-119.862514
11/21/2011,,830,0,JETSTR,,1,DBL,700 CAMINO DEL SUR ,34.4173,-119.862514
5/12/2012,5/14/2012,2100,950,(UNK),ROAD,1,WHI,700 CAMINO DEL SUR ,34.4173,-119.862514
6/15/2012,9/20/2012,1500,1500,HUFFY,RIDGE,15,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
6/28/2012,6/29/2012,2200,1000,CORSAR,CINTRA,12,RED,700 CAMINO DEL SUR ,34.4173,-119.862514
8/18/2012,8/18/2012,700,730,RALEIG,M20,21,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
10/4/2012,10/5/2012,1800,630,DAWES,,,SIL,700 CAMINO DEL SUR ,34.4173,-119.862514
10/5/2012,10/5/2012,730,1100,RETROS,,,YEL,700 CAMINO DEL SUR ,34.4173,-119.862514
11/22/2012,11/24/2012,1700,1230,GARY F,,21,GRN,700 CAMINO DEL SUR ,34.4173,-119.862514
11/24/2012,11/25/2012,1830,1030,CANOND,,24,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
3/7/2013,3/11/2013,1700,1248,,,,,700 CAMINO DEL SUR ,34.4173,-119.862514
4/3/2013,,1604,0,PIVIT,,,,700 CAMINO DEL SUR ,34.4173,-119.862514
5/4/2013,5/5/2013,2100,200,TRANSI,CUSTOM,1,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
5/5/2013,5/5/2013,1,400,RALLY,SPORT,,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
5/5/2013,5/5/2013,1,400,MASI,,,GRN,700 CAMINO DEL SUR ,34.4173,-119.862514
5/5/2013,5/7/2013,1600,1000,DELANO,,,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
5/5/2013,5/7/2013,1600,1000,DELANO,,,BLU,700 CAMINO DEL SUR ,34.4173,-119.862514
10/5/2013,10/7/2013,1200,230,TREK,M21,,GRN,700 CAMINO DEL SUR ,34.4173,-119.862514
5/18/2014,5/19/2014,1800,730,KARACH,FIXIE,1,WHI,700 CAMINO DEL SUR ,34.4173,-119.862514
9/15/2014,9/16/2014,1500,1600,DIAMON,HYBRID,,BLU,700 CAMINO DEL SUR ,34.412681,-119.862514
3/27/2015,3/29/2015,1500,2300,GIANT,,21,PLE,700 CAMINO DEL SUR ,34.4173,-119.862514
6/4/2015,6/7/2015,1700,2000,PURE F,,1,BLK,700 CAMINO DEL SUR ,34.4173,-119.862514
6/7/2015,6/8/2015,2200,1000,SKU,,1,LGR,700 CAMINO DEL SUR ,34.4173,-119.862514
7/10/2015,,2300,0,WINDSO,LIMELINE,1,WHI,700 CAMINO DEL SUR ,34.4173,-119.862514
8/26/2015,9/1/2015,1900,1600,,,,GRN,700 CAMINO DEL SUR ,34.4173,-119.862514
2/20/2016,2/20/2016,630,800,UNK,,,,700 CAMINO DEL SUR ,34.4173,-119.862514
2/20/2016,2/20/2016,630,800,UNK,,,,700 CAMINO DEL SUR ,34.4173,-119.862514
9/25/2016,9/25/2016,200,1700,6KU,,,WHI,700 CAMINO DEL SUR ,34.4173,-119.862514
4/13/2012,4/14/2012,1400,900,DIAMON,OUTLOOK,24,BLU,700 CAMINO PESCADERO ,34.417276,-119.858668
10/5/2013,10/6/2013,2200,930,,,1,BLU,700 CAMINO PESCADERO ,34.417276,-119.858668
12/27/2015,12/27/2015,1130,1143,ELECTR,,1,BLK,700 CAMINO PESCADERO ,34.417276,-119.858668
10/28/2016,10/29/2016,2359,1000,TORKER,THUNDERBI,1,GRN,700 CAMINO PESCADERO ,34.417276,-119.858668
1/13/2011,1/17/2011,1900,1000,PHAT,SEA CREST,3,GRN,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
4/26/2012,4/27/2012,2300,1200,SCHWIN,TANDEM,,,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
5/6/2012,5/7/2012,1000,730,RALEIG,ROAD STYL,21,RED,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
7/4/2014,7/5/2014,2200,1200,RALEIG,M50,24,BLK,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
4/24/2015,4/25/2015,2000,230,SCHWIN,,1,BLU,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
4/24/2015,4/25/2015,2000,230,,,1,BLK,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
9/24/2015,,750,0,FUJI,ROUBAIX,,BLU,700 EMBARCADERO DEL MAR ,34.417275,-119.857002
7/10/2011,7/11/2011,2130,1000,NOVARA,,21,YEL,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
9/2/2011,9/2/2011,100,1000,RETROS,,,DGR,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
10/1/2011,10/2/2011,1700,1500,PEUGOT,,8,ONG,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
10/19/2011,10/19/2011,130,730,SCHWIN,,10,SIL,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
10/29/2011,10/30/2011,1500,1800,PURE F,,1,GRN,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
10/30/2013,11/2/2013,1900,1400,ELECTR,BEACH CRU,7,GRN,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
12/4/2013,12/5/2013,2200,730,ELECTR,,1,BLK,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
3/3/2014,3/4/2014,2130,500,TREK,7.0X,21,SIL,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
4/26/2014,4/27/2014,2300,300,FIRMST,ROAD,,WHI,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
6/14/2014,6/21/2014,1200,1500,,,,YEL,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
6/15/2014,6/22/2014,900,1700,,,1,DGR,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
12/20/2015,1/2/2016,800,2300,SPECIA,MOUNTAIN,7,RED,700 EMBARCADERO DEL NORT ,34.417275,-119.857002
6/17/2011,6/20/2011,1200,1100,,,,,800 CAMINO CORTO ,34.415157,-119.866505
1/18/2013,1/18/2013,100,1200,SPECIA,ROAD BIKE,21,SIL,800 CAMINO CORTO ,34.415157,-119.866505
8/22/2014,8/24/2014,1900,1000,GIANT,ESCAPE,24,BLK,800 CAMINO CORTO ,34.415157,-119.866505
11/8/2014,11/8/2014,115,134,FIRMST,,,YEL,800 CAMINO DEL SUR ,34.415207,-119.862562
5/28/2015,5/29/2015,2300,130,MERCIE,ELLE,,LGR,800 CAMINO DEL SUR ,34.415207,-119.862562
7/11/2015,7/23/2015,1700,1712,TREK,,,,800 CAMINO DEL SUR ,34.415207,-119.862562
1/8/2016,1/9/2016,2200,1700,GRAVIT,,1,ONG,800 CAMINO DEL SUR ,34.415207,-119.862562
3/29/2016,4/3/2016,1400,1100,GARY F,,24,WHI,800 CAMINO DEL SUR ,34.415207,-119.862562
5/17/2016,5/20/2016,2300,900,HERMAN,,29,GRY,800 CAMINO DEL SUR ,34.415207,-119.862562
10/17/2016,10/18/2016,1900,900,MODEMA,GP,8,BLK,800 CAMINO DEL SUR ,34.415207,-119.862562
8/18/2016,8/18/2016,300,900,FS,,,RED,800 CAMINO LINDO ,34.413192,-119.867489
8/18/2016,8/18/2016,300,900,,,,WHI,800 CAMINO LINDO ,34.413192,-119.867489
8/18/2016,8/18/2016,300,900,,,,BLK,800 CAMINO LINDO ,34.413192,-119.867489
4/9/2011,,1100,0,RALEIG,,,BLK,800 CAMINO PESCADERO ,34.415014,-119.858689
9/30/2011,10/1/2011,2000,1200,RETROS,,1,RED,800 CAMINO PESCADERO ,34.415014,-119.858689
10/19/2011,10/20/2011,1500,1000,RETRSP,CT,1,PNK,800 CAMINO PESCADERO ,34.415014,-119.858689
10/31/2011,10/31/2011,100,1000,MOTOBE,,12,PLE,800 CAMINO PESCADERO ,34.415014,-119.858689
3/10/2012,,800,0,SCHWIN,RACER,,BLK,800 CAMINO PESCADERO ,34.415014,-119.858689
5/19/2012,5/20/2012,1900,200,TREK,3SER 3500,21,SIL,800 CAMINO PESCADERO ,34.415014,-119.858689
6/17/2012,6/19/2012,1000,1300,FELT,CLAIREMON,1,ONG,800 CAMINO PESCADERO ,34.412681,-119.858689
9/19/2012,9/25/2012,1300,1900,MICARG,,,BLU,800 CAMINO PESCADERO ,34.415014,-119.858689
11/10/2012,11/12/2012,2000,800,S&W,,24,WHI,800 CAMINO PESCADERO ,34.415014,-119.858689
2/17/2013,2/24/2013,1800,1400,3G,,,BLU,800 CAMINO PESCADERO ,34.415014,-119.858689
4/8/2013,4/8/2013,1630,2030,ELECTR,TOWNIE,7,RED,800 CAMINO PESCADERO ,34.415014,-119.858689
5/17/2013,5/18/2013,100,1000,GREENL,UNK,,,800 CAMINO PESCADERO ,34.415014,-119.858689
6/15/2013,6/17/2013,1500,1000,SCHWIN,CRUISER,,BLU,800 CAMINO PESCADERO ,34.415014,-119.858689
8/21/2013,8/22/2013,1830,900,DIAMON,,13,BLK,800 CAMINO PESCADERO ,34.415014,-119.858689
10/30/2013,,1357,0,FISHER,ALL TERA,21,WHI,800 CAMINO PESCADERO ,34.415014,-119.858689
11/6/2013,11/7/2013,1900,100,JAMYS,,,SIL,800 CAMINO PESCADERO ,34.415014,-119.858689
11/15/2013,11/16/2013,2400,1026,,,1,BLK,800 CAMINO PESCADERO ,34.415014,-119.858689
4/9/2015,4/13/2015,1645,910,URBAN,CRUISER,1,LGR,800 CAMINO PESCADERO ,34.415014,-119.858689
6/23/2015,6/24/2015,1900,1030,BELLA,,1,LGR,800 CAMINO PESCADERO ,34.415014,-119.858689
9/12/2016,9/13/2016,2100,1500,GMC,DENALI,,BLK,800 CAMINO PESCADERO ,34.415014,-119.858689
10/18/2016,10/19/2016,2200,300,SPECIA,ALLEZ,,BLU,800 CAMINO PESCADERO ,34.415014,-119.858689
10/1/2011,10/3/2011,1800,2200,FIRMST,,,YEL,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
6/27/2012,6/28/2012,1830,1700,MICARG,ROADBIKE,,GRN,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
11/2/2013,11/2/2013,1300,1305,SPECIA,ROCK,21,GRN,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
6/24/2014,,1422,0,ELECTR,BETTY,,WHI,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
4/11/2015,4/11/2015,1,20,NISHIK,,21,GRN,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
5/11/2015,5/11/2015,1100,1100,SUN,,,MAR,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
11/20/2015,11/22/2015,600,1200,URBAN,,,PNK,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
7/22/2016,7/23/2016,1800,1500,TREK,LEXA,,BLU,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
10/9/2016,10/10/2016,2000,700,HARO,BMX,,YEL,800 EMBARCADERO DEL MAR ,34.414879,-119.856855
2/20/2012,,530,0,SCHWIN,LE TOUR,,GLD,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
4/27/2012,4/30/2012,1700,800,UNK,,1,BLK,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
8/24/2012,8/25/2012,2300,900,,,1,WHI,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
8/9/2013,8/10/2013,1159,930,TREK,3500,21,BLK,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
9/27/2013,,1000,0,SCHWIN,,12,GRY,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
10/16/2013,10/16/2013,100,720,NISHIK,,,,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
10/16/2013,10/16/2013,100,720,GITANE,,,,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
12/13/2014,12/13/2014,135,140,GIANT,,21,BLK,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
1/12/2015,1/13/2015,2100,1000,TREK,UNKNOWN,24,BLK,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
3/10/2016,3/14/2016,1800,1600,MBX,,,,800 EMBARCADERO DEL NORT ,34.414879,-119.856855
6/14/2013,6/23/2013,1330,2030,MICARG,,1,RED,800 EMBARCADERO DEL NORTE ,34.414879,-119.856855
2/28/2016,2/28/2016,700,1400,GIANT,RINCON,21,RED,800 FORTUNA LN,34.413544,-119.866882
1/14/2012,1/15/2012,2330,1217,FIXE,,,,900 CAMINO CORTO ,34.412642,-119.866381
11/10/2012,11/13/2012,1200,550,FIRMST,CRUISER,,BRO,900 CAMINO CORTO ,34.412642,-119.866381
3/7/2014,,2200,0,FUJI,ROADBIKE,,BLK,900 CAMINO CORTO ,34.412642,-119.866381
2/4/2011,2/13/2011,2200,1130,3G,,1,GRN,900 CAMINO DEL SUR ,34.412648,-119.862561
2/4/2011,2/13/2011,2200,1130,3G,,1,BLK,900 CAMINO DEL SUR ,34.412648,-119.862561
7/10/2012,7/11/2012,2100,1200,SCHWIN,,1,LGR,900 CAMINO DEL SUR ,34.412648,-119.862561
7/10/2012,7/11/2012,2100,1200,,,1,WHI,900 CAMINO DEL SUR ,34.412648,-119.862561
11/2/2013,11/2/2013,100,500,CRUIS,SPEC,1,BLK,900 CAMINO DEL SUR ,34.412648,-119.862561
6/16/2014,7/2/2014,1200,1200,URBAN,FIRMSTRON,1,YEL,900 CAMINO DEL SUR ,34.412648,-119.862561
7/2/2015,7/3/2015,2000,1700,GIANT,DEFY,,,900 CAMINO DEL SUR ,34.412648,-119.862561
7/2/2015,7/3/2015,2000,1700,GIANT,DEFY,,,900 CAMINO DEL SUR ,34.412648,-119.862561
6/23/2016,6/23/2016,1237,1245,LUSTRE,DIAMOND B,21,BLU,900 CAMINO LINDO ,34.412521,-119.867921
6/23/2016,6/23/2016,1237,1245,DIAMON,,21,BLK,900 CAMINO LINDO ,34.412521,-119.867921
1/23/2012,1/24/2012,2100,940,MONGOO,SPIRE,18,RED,900 CAMINO PESCADERO ,34.413093,-119.858688
9/22/2012,9/22/2012,1,1230,UNK,,1,DGR,900 CAMINO PESCADERO ,34.413093,-119.858688
3/16/2013,3/16/2013,1,800,MONGOO,,,RED,900 CAMINO PESCADERO ,34.413093,-119.858688
4/7/2013,,2300,0,,,,,900 CAMINO PESCADERO ,34.413093,-119.858688
1/3/2016,1/3/2016,1900,2000,NOVARA,,24,GRN,900 CAMINO PESCADERO ,34.413093,-119.858688
7/30/2011,,900,0,CANNON,,,YEL,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/28/2012,,1600,0,DIAMON,,,BLU,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
10/15/2012,,2300,0,SPECIA,ALL TERRA,21,GRN,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
1/19/2013,,2142,0,MICARG,FIXIE,1,BLK,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/9/2013,2/9/2013,1800,1814,SCHWIN,CRUISER,,PLE,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
11/12/2013,,1715,0,MIAMI,TRIKE,,RED,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/13/2015,2/16/2015,2345,1615,SHIMAN,PINNACLE,5,BLK,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/13/2015,2/16/2015,2345,1615,UNKNOW,PINNACLE,,,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/13/2015,2/16/2015,2345,1615,SUN,ATLAS,1,YEL,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/13/2015,2/16/2015,2345,1615,SUN,ATLAS,1,YEL,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
2/28/2015,3/1/2015,1900,1500,FIXIE,FIXIE,1,GRY,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
7/3/2015,7/3/2015,1500,1530,FUJI,,27,BLK,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
8/14/2015,,1507,0,,,,BLK,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
11/8/2015,11/8/2015,1220,1230,6KU,,1,BLK,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
3/11/2016,3/12/2016,2000,2400,GIANT,ESCAPE,,BLK,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
5/3/2016,5/3/2016,2300,2330,,,,BLU,900 EMBARCADERO DEL MAR ,34.412933,-119.856823
3/9/2011,3/10/2011,1800,1000,TREK,ALPHA3500,18,BLU,900 EMBARCADERO DEL NORT ,34.41309,-119.855377
6/17/2013,9/21/2013,1500,1300,HUFFY,,1,TRQ,900 EMBARCADERO DEL NORT ,34.41309,-119.855377
12/6/2014,12/7/2014,2300,1900,DIAMON,RESPONSE,,BLK,900 EMBARCADERO DEL NORT ,34.41309,-119.855377
4/20/2015,4/20/2015,930,1200,CANNON,HD300,18,GRY,900 EMBARCADERO DEL NORT ,34.41309,-119.855377
6/12/2016,6/12/2016,2300,2305,SCHWIN,,,,900 EMBARCADERO DEL NORT ,34.41309,-119.855377
7/22/2016,7/24/2016,1500,2359,ELECTR,CRUISER,1,WHI,900 EMBARCADERO DEL NORT ,34.41309,-119.855377
5/5/2011,5/9/2011,1900,1000,PHAT,,,,ABREGO,,
4/9/2011,4/9/2011,1900,2359,NISHIK,RIVIERA,20,BLU,CAMINO CORTO,,
5/13/2011,5/14/2011,2330,30,TREK,RODBIK,,,CAMINO CORTO,,
5/22/2011,5/22/2011,1,1400,NOVARR,BONITA,24,PLE,CAMINO CORTO,,
4/10/2011,,1625,0,ELECTR,BLANC ET,1,WHI,CAMINO DEL SUR,,
6/19/2011,6/19/2011,2300,2330,URBAN,CRUISER,1,GRN,CAMINO DEL SUR,,
4/2/2011,4/8/2011,1200,1200,PEUGEO,FIXED GEA,,,CAMINO PESCADERO,,
4/8/2011,4/9/2011,1000,1100,SANTA,BLUR,27,BLK,CAMINO PESCADERO,,
4/21/2011,,1015,0,UNIVEG,GRAN TURI,18,GRY,CAMINO PESCADERO,,
5/31/2011,6/1/2011,2000,1400,HULU,UNKNOWN,,MAR,DEL PLAYA,,
5/21/2011,5/22/2011,2300,100,MICARG,TOUCH,1,PNK,EL COLEGIO,,
4/15/2011,4/18/2011,1630,900,PHAT,MELODIE,,,EL GRECO,,
4/23/2011,4/24/2011,2200,1300,GRANT,UNK,21,BLU,EMBARCADERO DEL MAR,,
5/12/2011,5/13/2011,2100,800,CONTEM,,9,BLK,EMBARCADERO DEL MAR,,
4/11/2011,4/11/2011,1630,1800,UNIVEG,VIA ORO,,GRY,EMBARCADERO DEL NORT,,
4/15/2011,,1524,0,DAWES,,,,EMBARCADERO DEL NORT,,
4/22/2011,4/22/2011,1000,1200,,,,,EMBARCADERO DEL NORT,,
4/23/2011,4/24/2011,1600,1030,SPECIA,LIZED,21,SIL,EMBARCADERO DEL NORT,,
5/11/2011,5/11/2011,930,1200,SUN,MIAMI,,BLU,EMBARCADERO DEL NORT,,
5/14/2011,5/15/2011,2230,1,ICE CR,BRUISER,1,BLK,EMBARCADERO DEL NORT,,
5/20/2011,5/23/2011,1300,2123,HIGH S,,,WHI,EMBARCADERO DEL NORT,,
5/26/2011,5/27/2011,1800,645,PHAT,,1,RED,EMBARCADERO DEL NORT,,
4/9/2011,4/10/2011,1500,900,HUFFY,TITAN,,ONG,UNKNOWN LOCATION IN ISLA VISTA,,
8/21/2011,8/22/2011,2200,1000,SCHWIN,,10,WHI,UNKNOWN LOCATION IN ISLA VISTA,,
10/17/2011,10/17/2011,1900,2100,UNKNOW,,1,BRO,UNKNOWN LOCATION IN ISLA VISTA,,
10/23/2011,,19,0,UNK,,,,UNKNOWN LOCATION IN ISLA VISTA,,
11/11/2011,11/11/2011,2000,2300,KONA,,,GRN,UNKNOWN LOCATION IN ISLA VISTA,,
1/19/2012,1/22/2012,1200,1900,ELECTR,HAWAII,1,PNK,UNKNOWN LOCATION IN ISLA VISTA,,
1/22/2012,,1308,0,,,,RED,UNKNOWN LOCATION IN ISLA VISTA,,
3/19/2012,3/19/2012,1845,2100,KENT,CRUISER,,BLK,UNKNOWN LOCATION IN ISLA VISTA,,
11/1/2013,,920,0,FIXIE,,1,SIL,UNKNOWN LOCATION IN ISLA VISTA,,
2/22/2014,2/22/2014,200,1945,,,,,UNKNOWN LOCATION IN ISLA VISTA,,
3/2/2014,,1440,0,,,,,UNKNOWN LOCATION IN ISLA VISTA,,
3/3/2014,3/3/2014,1220,1230,SCHWIN,RANGE,12,GRN,UNKNOWN LOCATION IN ISLA VISTA,,
3/15/2014,3/15/2014,1705,1715,TREK,Y3,,BLU,UNKNOWN LOCATION IN ISLA VISTA,,
5/13/2014,,900,0,ELECTR,,1,BLK,UNKNOWN LOCATION IN ISLA VISTA,,
8/16/2014,8/17/2014,2100,900,GIANT,,,GRY,UNKNOWN LOCATION IN ISLA VISTA,,
11/4/2014,11/4/2014,915,1200,6KU,,1,BLU,UNKNOWN LOCATION IN ISLA VISTA,,
11/15/2014,11/16/2014,2000,1,FIXIE,THRUSTER,1,GRN,UNKNOWN LOCATION IN ISLA VISTA,,
3/31/2015,3/31/2015,930,1600,,,,,UNKNOWN LOCATION IN ISLA VISTA,,
12/16/2015,,342,0,MONGOO,ROCKADILE,18,GRN,UNKNOWN LOCATION IN ISLA VISTA,,
12/16/2015,,342,0,TREK,820,21,PLE,UNKNOWN LOCATION IN ISLA VISTA,,
8/14/2016,8/15/2016,2200,915,MICARG,,1,BLK,UNKNOWN LOCATION IN ISLA VISTA,,
